idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,ttl_exp,tenure
3133,36,white,married,0,14,not college grad,1,nonSMSA,0,Professional Services,Professional/technical,nonunion,8.2367105,40,17.79487,3.5
3135,39,not white,married,0,12,not college grad,1,SMSA,1,Manufacturing,Sales,nonunion,6.2238321,40,14,14
3138,45,white,married,0,16,college grad,1,SMSA,1,Professional Services,Professional/technical,union,4.5169058,60,10.416667,10.416667
3144,37,not white,single,1,12,not college grad,1,SMSA,1,Professional Services,Laborers,nonunion,5.0322061,32,14.762821,14.666667
3145,36,not white,married,0,12,not college grad,1,SMSA,1,Wholesale/Retail Trade,Managers/admin,nonunion,4.8389683,40,15.00641,15
3148,37,not white,single,0,12,not college grad,1,SMSA,1,Manufacturing,Operatives,nonunion,2.8180354,40,8.9487181,5.3333335
3151,41,not white,single,1,12,not college grad,1,SMSA,1,Personal Services,Laborers,nonunion,4.6940408,42,17.121794,3.4166667
3156,42,not white,single,0,12,not college grad,1,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,nonunion,4.64573,40,10,3.75
3157,40,not white,single,0,12,not college grad,1,SMSA,0,Professional Services,Sales,nonunion,5.0483069,40,18.403847,17.166666
3158,38,not white,single,0,12,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,4.0257649,40,9.8653851,1.0833334
3159,43,white,married,0,18,college grad,0,SMSA,0,,Other,union,13.019322,40,12.019231,5.4166665
3164,35,not white,married,0,18,college grad,0,SMSA,0,Professional Services,Other,nonunion,11.223828,40,13.647436,11.833333
3166,44,not white,married,0,10,not college grad,1,SMSA,0,Professional Services,Laborers,nonunion,2.9388082,12,11.346154,0
3169,35,white,married,0,12,not college grad,1,SMSA,0,Personal Services,Laborers,nonunion,5.4428329,37,14.576923,4
3170,39,white,single,0,9,not college grad,1,nonSMSA,0,Personal Services,Laborers,nonunion,3.6634455,55,14.288461,2.8333333
3171,40,white,single,1,12,not college grad,1,nonSMSA,0,Manufacturing,Craftsmen,nonunion,6.8438005,43,17.923077,12.833333
3172,40,white,single,0,12,not college grad,0,SMSA,0,Professional Services,Managers/admin,nonunion,15.48309,35,19.083334,19.083334
3173,43,white,single,0,10,not college grad,1,SMSA,0,Manufacturing,Operatives,nonunion,5.9903369,40,8.9102564,8.5
3174,40,not white,married,0,12,not college grad,0,SMSA,0,Business/Repair Svc,Laborers,,4.1806021,20,13.076923,1.6666666
3175,40,white,single,1,16,college grad,0,SMSA,1,Public Administration,Professional/technical,nonunion,11.030594,40,15.647436,13.666667
3179,34,white,married,0,12,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,8.0515299,40,15.012821,4.0833335
3181,36,white,married,0,17,college grad,1,nonSMSA,0,Professional Services,Other,nonunion,11.062799,35,12.557693,9.833333
3182,43,white,married,0,12,not college grad,1,nonSMSA,0,Manufacturing,Sales,nonunion,6.0386477,40,20.378204,16.333334
3185,35,white,married,0,12,not college grad,1,nonSMSA,0,Manufacturing,Operatives,,7.3578558,40,9.2115374,.75
3186,37,not white,married,0,12,not college grad,1,SMSA,1,Manufacturing,Operatives,union,6.5378385,45,13.134616,11.166667
3188,42,not white,single,1,13,not college grad,1,nonSMSA,0,Manufacturing,Operatives,union,3.4219003,40,16.967947,10.333333
3189,37,not white,married,0,12,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,6.6264057,48,11.179488,3.4166667
3191,35,not white,married,0,9,not college grad,1,SMSA,1,Manufacturing,Operatives,nonunion,7.2463775,40,14.46795,11.916667
3195,44,not white,single,0,12,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,4.790658,42,18.673077,16.166666
3197,37,not white,married,0,11,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Laborers,,2.090301,24,13.089744,10.333333
3198,40,not white,married,0,9,not college grad,1,nonSMSA,0,Personal Services,Transport,nonunion,3.5265677,8,9.75,.91666669
3199,37,not white,single,0,12,not college grad,1,nonSMSA,0,Personal Services,Transport,nonunion,1.1513683,35,3.5,
3200,40,not white,married,0,12,not college grad,1,nonSMSA,0,Professional Services,Professional/technical,nonunion,6.1996756,15,7.6923079,2.5
3202,38,white,single,0,15,not college grad,1,nonSMSA,0,Finance/Ins/Real Estate,Sales,nonunion,8.5785904,45,15.378205,.91666669
3203,38,white,married,0,11,not college grad,1,nonSMSA,0,Manufacturing,Sales,nonunion,5.4347825,48,13.788462,12.416667
3204,45,white,single,0,18,college grad,1,nonSMSA,0,Professional Services,Professional/technical,nonunion,11.610305,40,17.75,17.75
3205,38,not white,married,0,9,not college grad,1,nonSMSA,0,Professional Services,Professional/technical,nonunion,4.2270532,40,14.108974,4.75
3208,40,not white,married,0,12,not college grad,1,SMSA,0,Professional Services,Laborers,nonunion,5.2334948,40,13.429487,13.416667
3209,36,not white,single,1,12,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Laborers,nonunion,2.4154589,25,8.9807692,1.75
3211,36,not white,married,0,8,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Laborers,nonunion,4.1867933,43,10.102564,2.9166667
3212,42,not white,married,0,10,not college grad,1,nonSMSA,0,Manufacturing,Operatives,union,4.0257649,30,13.730769,8.5
3214,42,not white,single,1,12,not college grad,1,SMSA,1,Wholesale/Retail Trade,Sales,nonunion,5.072463,40,16.865385,
3215,44,not white,married,0,12,not college grad,1,nonSMSA,0,Personal Services,Sales,nonunion,3.8879578,20,8.916667,8.916667
3217,37,not white,single,0,13,not college grad,1,SMSA,1,Transport/Comm/Utility,Operatives,union,8.1320438,20,6.4423079,3
3218,41,not white,single,0,12,not college grad,1,SMSA,0,Professional Services,Laborers,nonunion,5.3462152,40,16.788462,8.833333
3219,38,white,married,0,18,college grad,0,SMSA,1,Professional Services,Managers/admin,nonunion,11.771334,50,12.967948,5.1666665
3222,44,not white,single,1,17,college grad,1,nonSMSA,0,Professional Services,Other,nonunion,8.9371967,52,20.333334,20.333334
3227,39,not white,single,0,9,not college grad,1,nonSMSA,0,Personal Services,Transport,,2.9264214,12,10.064102,2.75
3228,36,not white,single,1,12,not college grad,1,nonSMSA,0,Professional Services,Laborers,union,2.7375197,38,14.666667,14.666667
3229,44,white,married,0,10,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Laborers,nonunion,2.8985493,40,2.3333335,.83333331
3231,40,white,married,0,12,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,2.9871168,30,9.833333,9.833333
3232,35,white,married,0,10,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,5.1610308,45,17.083334,12.583333
3235,43,white,married,0,12,not college grad,1,nonSMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,7.801928,40,17.346153,16.833334
3236,43,not white,married,0,10,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,2.8180354,40,14.519231,7.3333335
3238,39,not white,married,0,12,not college grad,1,nonSMSA,0,Professional Services,Laborers,,1.9309927,40,13.429485,2.5833333
3239,36,not white,single,0,11,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,3.5024142,40,8.3076925,1.0833334
3240,38,not white,single,1,10,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Operatives,nonunion,3.0193238,40,8.6730766,3.6666667
3243,35,white,married,0,12,not college grad,1,nonSMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,6.1916251,40,16.97436,7.4166665
3245,34,white,married,0,12,not college grad,1,SMSA,1,Professional Services,Sales,nonunion,2.8743958,35,8.6089745,2.6666667
3246,43,white,single,0,12,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,3.0756843,40,6.1987181,2.1666667
3247,41,white,married,0,12,not college grad,1,nonSMSA,0,Finance/Ins/Real Estate,Sales,nonunion,3.6231885,23,9.0256405,.16666667
3248,45,white,married,0,12,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,3.0998378,25,4.3205128,1.5833334
3250,36,white,single,0,9,not college grad,0,nonSMSA,0,Professional Services,Laborers,,40.198082,40,3.6666665,1.8333334
3252,40,white,married,0,9,not college grad,1,nonSMSA,0,Personal Services,Transport,nonunion,1.8921083,28,3.2435896,.91666669
3253,36,white,married,0,12,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Clerical/unskilled,,40.198082,40,14.871796,3.4166667
3255,42,white,married,0,17,college grad,1,SMSA,0,Professional Services,Other,union,7.0692425,50,14.423077,8.916667
3256,39,white,married,0,12,not college grad,1,SMSA,0,Professional Services,Sales,nonunion,4.1304326,45,11.692307,7.4166665
3258,38,white,married,0,16,college grad,1,SMSA,1,Professional Services,Other,union,6.8115935,50,17.442308,5.8333335
3259,35,white,married,0,12,not college grad,1,SMSA,1,Finance/Ins/Real Estate,Sales,nonunion,6.9726219,40,7.0705128,4.5
3260,38,white,single,0,12,not college grad,1,nonSMSA,0,,,nonunion,2.9264214,10,5.2884617,1.4166666
3263,36,white,married,0,16,college grad,1,SMSA,0,Professional Services,Other,nonunion,4.1143293,40,14.128205,11.666667
3264,36,white,married,0,10,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,4.3961344,40,9.8076916,7.3333335
3266,39,not white,single,0,12,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,2.8582926,28,5.7692308,1.25
3268,40,not white,married,0,10,not college grad,0,SMSA,1,Manufacturing,Operatives,union,10.769998,40,7.1538463,2.6666667
3270,37,not white,married,0,13,not college grad,1,SMSA,0,Public Administration,Sales,,5.1735396,40,14.782051,7
3276,42,not white,married,0,15,not college grad,1,SMSA,1,Professional Services,Professional/technical,nonunion,11.352655,40,19.057692,1.3333334
3277,36,not white,single,0,16,college grad,1,SMSA,1,Professional Services,Sales,nonunion,5.8051524,40,12.730769,.66666669
3278,39,not white,single,0,12,not college grad,1,SMSA,1,Professional Services,Laborers,nonunion,4.5491123,40,9.5192308,1.8333334
3280,36,not white,single,0,11,not college grad,1,SMSA,1,Public Administration,Sales,union,4.9758425,40,6.474359,2.25
3281,35,not white,married,0,16,college grad,1,SMSA,0,Professional Services,Other,,8.3612032,40,10.134615,.33333334
3282,34,not white,single,0,17,college grad,1,SMSA,1,Business/Repair Svc,Sales,union,4.0257649,50,5.7307692,1.6666666
3289,36,white,married,0,12,not college grad,1,SMSA,0,Professional Services,Laborers,nonunion,5.8051524,40,11.910257,7.5833335
3290,44,white,single,0,13,not college grad,1,SMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,8.9452448,45,16.23077,3
3291,42,white,married,0,16,college grad,1,SMSA,0,Professional Services,Other,nonunion,10.152974,45,15.230769,13.833333
3292,40,white,married,0,12,not college grad,1,SMSA,0,Public Administration,Sales,nonunion,6.1916251,40,17.76923,5.5
3293,37,white,married,0,12,not college grad,1,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,5.6360707,40,16.833334,16.833334
3294,43,white,married,0,13,not college grad,1,SMSA,0,Professional Services,Sales,nonunion,5.6360707,20,13.423077,5.75
3300,41,white,married,0,16,college grad,1,SMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,12.584539,16,11.692307,3.5
3303,40,white,married,0,14,not college grad,1,nonSMSA,0,Construction,Sales,,4.1806021,48,6.6282053,.16666667
3305,45,white,married,0,12,not college grad,1,SMSA,0,Professional Services,Sales,nonunion,7.0209293,15,16.5,1.4166666
3312,37,not white,single,0,12,not college grad,1,SMSA,1,Professional Services,Laborers,,3.1354513,40,8.9038458,4.9166665
3316,41,white,married,0,12,not college grad,1,SMSA,1,Manufacturing,Sales,nonunion,5.5797076,40,9.9230766,2.6666667
3317,44,white,married,0,15,not college grad,1,SMSA,0,Manufacturing,Sales,nonunion,9.7826052,38,16.961538,16.333334
3318,42,white,single,0,17,college grad,1,SMSA,1,Professional Services,Other,nonunion,4.3317208,,16.307692,13.25
3319,36,white,single,0,12,not college grad,1,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,,40.198082,40,9.9615383,.83333331
3320,34,white,married,0,12,not college grad,1,SMSA,1,Professional Services,Laborers,nonunion,3.8879578,30,13.769231,3.6666667
3325,41,white,married,0,18,college grad,1,SMSA,0,Professional Services,Craftsmen,nonunion,12.584539,40,17.538462,3.4166667
3326,40,not white,married,0,12,not college grad,1,SMSA,1,Business/Repair Svc,Sales,,2.6128764,32,14.429487,0
3328,41,not white,single,0,14,not college grad,1,SMSA,1,Public Administration,Professional/technical,nonunion,5.8373594,40,12.166666,3
3332,35,white,single,1,12,not college grad,1,SMSA,0,Public Administration,Sales,nonunion,10.064413,40,11.76282,9.833333
3333,42,white,married,0,18,college grad,1,nonSMSA,0,Professional Services,Other,nonunion,7.8099809,50,16.833334,16.833334
3337,44,white,single,0,12,not college grad,1,SMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,2.4154589,50,10.769231,1.75
3342,39,not white,single,0,12,not college grad,1,SMSA,1,Professional Services,Laborers,union,4.0740724,30,16.083334,16.083334
3344,41,not white,single,0,12,not college grad,1,SMSA,1,Public Administration,Professional/technical,union,6.7713332,40,18.198717,0
3346,41,white,married,0,15,not college grad,0,SMSA,0,Professional Services,Professional/technical,nonunion,7.0450883,40,8.6025648,2.5
3347,41,white,married,0,12,not college grad,1,SMSA,1,Professional Services,Sales,nonunion,4.0257649,40,8.333333,8.333333
3353,44,white,married,0,18,college grad,1,SMSA,0,Professional Services,Other,nonunion,10.837358,60,14.846154,14.833333
3355,39,white,married,0,18,college grad,1,SMSA,0,Professional Services,Other,nonunion,10.450882,40,13.621796,12.833333
3356,40,white,married,0,12,not college grad,1,nonSMSA,0,Personal Services,Clerical/unskilled,,3.0017905,15,12.391026,.33333334
3357,41,not white,single,0,12,not college grad,0,SMSA,1,Finance/Ins/Real Estate,Sales,nonunion,11.50563,35,20.198717,20.083334
3359,43,not white,married,0,12,not college grad,1,SMSA,1,Entertainment/Rec Svc,Laborers,nonunion,1.8115942,20,14.134615,3.4166667
3362,40,not white,single,1,12,not college grad,1,SMSA,1,Wholesale/Retail Trade,Laborers,nonunion,4.8520045,35,13.423077,6.6666665
3366,44,white,married,0,14,not college grad,0,SMSA,0,Manufacturing,Sales,nonunion,7.2463775,40,10.826923,9.166667
3368,44,white,single,0,12,not college grad,1,SMSA,0,Manufacturing,Craftsmen,nonunion,5.2334948,50,11.826923,3.6666667
3372,42,white,single,0,13,not college grad,1,SMSA,0,Entertainment/Rec Svc,Service,nonunion,4.2270532,40,9.6346149,1.5833334
3374,44,white,married,0,12,not college grad,1,SMSA,1,Finance/Ins/Real Estate,Managers/admin,nonunion,8.2608652,45,19.192308,16.083334
3376,35,not white,married,0,18,college grad,1,SMSA,0,Professional Services,Other,union,5.6119142,53,7.3589745,5.9166665
3378,42,not white,married,0,8,not college grad,1,SMSA,0,Wholesale/Retail Trade,Operatives,nonunion,2.6972613,30,4.0384617,.083333336
3381,39,not white,single,0,16,college grad,0,SMSA,1,Professional Services,Professional/technical,nonunion,11.50563,35,13.788462,1.25
3382,35,not white,married,0,12,not college grad,1,SMSA,1,Professional Services,Sales,union,4.2270532,40,10.429488,.33333334
3386,39,not white,married,0,12,not college grad,1,SMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,7.801928,40,13.961538,11.25
3387,37,not white,single,1,12,not college grad,0,SMSA,1,Public Administration,Sales,nonunion,8.5829277,35,17.897436,6
3389,44,not white,married,0,12,not college grad,1,SMSA,1,Manufacturing,Operatives,union,4.0257649,40,15.019231,0
3391,39,not white,married,0,12,not college grad,1,SMSA,0,Professional Services,Sales,nonunion,4.2834139,55,16.01923,11.75
3392,38,not white,single,0,14,not college grad,1,SMSA,1,Personal Services,Sales,nonunion,5.0322061,40,15.653846,0
3393,35,not white,married,0,16,college grad,1,SMSA,0,Public Administration,Sales,nonunion,10.837358,40,6.916667,0
3394,36,not white,single,0,16,college grad,1,SMSA,0,Professional Services,Professional/technical,nonunion,11.610305,40,16.878204,8.416667
3399,34,white,married,0,12,not college grad,1,SMSA,1,Manufacturing,Operatives,,3.0518394,40,10.788462,1.75
3400,36,white,married,0,14,not college grad,1,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,3.8727839,40,12.820513,4.6666665
3402,41,not white,single,0,9,not college grad,1,SMSA,0,Manufacturing,Operatives,nonunion,5.0966172,40,16.173077,9.916667
3403,37,not white,married,0,12,not college grad,1,SMSA,0,Manufacturing,Operatives,nonunion,6.4412241,40,16.134615,3.9166667
3406,42,white,married,0,11,not college grad,1,SMSA,0,Professional Services,Sales,nonunion,6.4492707,40,20.333334,20.333334
3407,38,white,married,0,12,not college grad,1,SMSA,0,Professional Services,Craftsmen,nonunion,4.1223826,46,7.4807692,3.1666667
3408,41,white,married,0,12,not college grad,0,SMSA,0,Professional Services,Sales,nonunion,4.8792253,32,5.2884617,1.75
3410,41,white,single,0,15,not college grad,1,nonSMSA,0,Finance/Ins/Real Estate,Sales,nonunion,6.7874336,40,17.134615,9.166667
3411,35,white,single,0,13,not college grad,1,SMSA,1,Public Administration,Sales,union,9.057972,40,3.5448718,1.5833334
3412,43,white,married,0,12,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Sales,,2.6167471,40,9.1153851,6.25
3413,42,white,single,0,12,not college grad,1,SMSA,0,Professional Services,Sales,nonunion,5.8293061,40,9.1346149,7.6666665
3414,38,white,married,0,18,college grad,1,SMSA,1,Professional Services,Sales,,8.7095852,12,8.3269234,1.5833334
3416,40,not white,single,0,13,not college grad,1,SMSA,1,Transport/Comm/Utility,Service,union,7.0450883,40,10.333333,6.9166665
